"","bacteria_name","Gene.ID","EC.","HMMER","dbCAN_sub","DIAMOND","Signalp","Hits_number","AnotacionGH"
"1262","Bal_BS_01","NIPDFE_07995","3.2.1.21:6","GH3(76-307)","GH3_e91","GH3","N",3,"GH3"
"1263","Bal_BS_01","NIPDFE_08050","3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2|3.2.1.-:2|3.2.1.68:1|3.2.1.41:1","GH13_14(193-544)","CBM48_e14+GH13_e95","CBM48+GH13_14","N",3,"GH13"
"1264","Bal_BS_01","NIPDFE_08070","-","GH13(32-379)","GH13_e57","GH13_44","N",3,"GH13"
"1265","Bal_BS_01","NIPDFE_08075","2.4.1.25:4","GH77(192-715)","GH77_e2","GH77","N",3,"GH77"
"1266","Bal_BS_01","NIPDFE_08110","3.2.1.20:2","GH13_30(33-401)","GH13_e234","GH13_30","N",3,"GH13"
"1267","Bal_BS_01","NIPDFE_00045","-","-","GH36_e44","GH36","N",2,"GH36"
"1268","Bal_BS_01","NIPDFE_00140","-","-","GH23_e314","GH0","N",2,"GH0"
"1269","Bal_BS_01","NIPDFE_07120","-","-","GH23_e487","GH23","N",2,"GH23"
"1270","Bal_BS_01","NIPDFE_07375","2.4.1.20:14|2.4.1.49:1","-","GH94_e12","GH94","N",2,"GH94"
"1271","Bal_CF3_2","GPDAAA_00575","-","GH3(159-389)","GH3_e11","GH3","N",3,"GH3"
"1272","Bal_CF3_2","GPDAAA_00580","-","GH13(32-379)","GH13_e57","GH13_44","N",3,"GH13"
"1273","Bal_CF3_2","GPDAAA_00600","3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2|3.2.1.-:2|3.2.1.68:1|3.2.1.41:1","GH13_14(193-544)","CBM48_e14+GH13_e95","CBM48+GH13_14","N",3,"GH13"
"1274","Bal_CF3_2","GPDAAA_00655","3.2.1.21:6","GH3(76-307)","GH3_e91","GH3","N",3,"GH3"
"1275","Bal_CF3_2","GPDAAA_01690","3.2.1.23:18","GH42(28-400)","GH42_e28","GH42","N",3,"GH42"
"1276","Bal_CF3_2","GPDAAA_01720","3.2.1.23:35","GH2(60-950)","GH2_e1","GH2","N",3,"GH2"
"1277","Bal_CF3_2","GPDAAA_02590","3.2.1.88:2","GH36(113-645)","GH36_e35","GH36","N",3,"GH36"
"1278","Bal_CF3_2","GPDAAA_02615","3.2.1.55:2|-","GH43_10(5-273)+CBM91(317-513)","GH43_e2+CBM91_e2","GH43_10","N",3,"GH43"
"1279","Bal_CF3_2","GPDAAA_02630","3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-","GH43_11(3-304)+CBM91(332-539)","GH43_e285+CBM91_e24","GH43_11","N",3,"GH43"
"1280","Bal_CF3_2","GPDAAA_02655","3.2.1.55:1","GH43_12(11-366)","GH43_e260","GH43_12","N",3,"GH43"
"1281","Bal_CF3_2","GPDAAA_02670","3.2.1.21:22|3.2.1.-:4|3.2.1.37:1|3.2.1.55:1|3.2.1.23:1|3.2.1.45:1","GH3(41-251)","GH3_e197","GH3","N",3,"GH3"
"1282","Bal_CF3_2","GPDAAA_02970","3.2.1.68:15|3.2.1.-:1","GH13_11(231-597)","GH13_e48","CBM48+GH13_11","N",3,"GH13"
"1283","Bal_CF3_2","GPDAAA_03595","3.2.1.1:5|3.2.1.116:1","GH13_32(7-115)","GH13_e240","GH13","N",3,"GH13"
"1284","Bal_CF3_2","GPDAAA_03600","-","GH13_32(2-175)","GH13_e26","GH13","N",3,"GH13"
"1285","Bal_CF3_2","GPDAAA_03735","3.2.1.1:3","GH13_5(37-374)","GH13_e25","GH13_5","N",3,"GH13"
"1286","Bal_CF3_2","GPDAAA_03920","3.2.1.78:15|3.2.1.78:7","GH5_8(44-290)","GH5_e22+CBM10_e0","CBM10+GH5_8","N",3,"GH5"
"1287","Bal_CF3_2","GPDAAA_03945","2.4.1.7:2","GH13_18(35-379)","GH13_e144","GH13_18","N",3,"GH13"
"1288","Bal_CF3_2","GPDAAA_04995","3.2.1.55:37","GH51(8-512)","GH51_e0","GH51","N",3,"GH51"
"1289","Bal_CF3_2","GPDAAA_05050","3.2.1.-:1","GH42(15-382)","GH42_e0","GH42","N",3,"GH42"
"1290","Bal_CF3_2","GPDAAA_05200","3.2.1.21:71|3.2.1.-:11|3.2.1.38:3|3.2.1.23:2|3.2.1.74:1","GH1(2-457)","GH1_e113","GH1","N",3,"GH1"
"1291","Bal_CF3_2","GPDAAA_05630","2.4.1.18:57|2.4.1.18:14","GH13_9(332-632)","CBM48_e2+GH13_e200","CBM48+GH13_9","N",3,"GH13"
"1292","Bal_CF3_2","GPDAAA_05725","3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1","CBM48(3-92)+GH13_11(172-525)","CBM48_e3+GH13_e48","CBM48+GH13_11","N",3,"GH13"
"1293","Bal_CF3_2","GPDAAA_06035","-","GH13_3(295-512)","GH13_e41","GH13_3","N",3,"GH13"
"1294","Bal_CF3_2","GPDAAA_06405","3.2.1.26:6","GH32(57-367)","GH32_e28","GH32","N",3,"GH32"
"1295","Bal_CF3_2","GPDAAA_06625","2.4.1.25:4","GH77(190-697)","GH77_e2","GH77","N",3,"GH77"
"1296","Bal_CF3_2","GPDAAA_07185","-","GH25(89-274)","GH25_e6","GH25","N",3,"GH25"
"1297","Bal_CF3_2","GPDAAA_07320","3.2.1.185:2","GH127(6-577)","GH127_e0","GH127","N",3,"GH127"
"1298","Bal_CF3_2","GPDAAA_07340","5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1","GH13_31(46-411)","GH13_e122","GH13_31","N",3,"GH13"
"1299","Bal_CF3_2","GPDAAA_07610","-","GH30_1(39-504)","GH30_e2","GH30_1","N",3,"GH30"
"1300","Bal_CF3_2","GPDAAA_07740","3.2.1.22:8","GH36(29-683)","GH36_e2","GH36","N",3,"GH36"
"1301","Bal_CF3_2","GPDAAA_07875","-","GH30(35-483)","GH30_e52","GH30","N",3,"GH30"
"1302","Bal_CF3_2","GPDAAA_07970","3.2.1.20:2","GH13_30(33-401)","GH13_e234","GH13_30","N",3,"GH13"
"1303","Bal_CF3_2","GPDAAA_07980","2.4.1.25:4","GH77(192-715)","GH77_e2","GH77","N",3,"GH77"
"1304","Bal_CF3_2","GPDAAA_02305","-","-","GH23_e487","GH23","N",2,"GH23"
"1305","Bal_CF3_2","GPDAAA_07305","-","-","GH23_e314","GH0","N",2,"GH0"
"1306","Bal_CF3_2","GPDAAA_07355","-","-","GH36_e44","GH36","N",2,"GH36"
"1307","Bal_CF3_2","GPDAAA_07890","2.4.1.20:14|2.4.1.49:1","-","GH94_e12","GH94","N",2,"GH94"
"1308","Bal_CNCM_I_2494","ELONLJ_00215","3.2.1.21:22|3.2.1.-:4|3.2.1.37:1|3.2.1.55:1|3.2.1.23:1|3.2.1.45:1","GH3(41-251)","GH3_e197","GH3","N",3,"GH3"
"1309","Bal_CNCM_I_2494","ELONLJ_00240","-","GH30_1(39-504)","GH30_e2","GH30_1","N",3,"GH30"
"1310","Bal_CNCM_I_2494","ELONLJ_00245","3.2.1.-:1","GH42(15-382)","GH42_e0","GH42","N",3,"GH42"
"1311","Bal_CNCM_I_2494","ELONLJ_00300","3.2.1.55:37","GH51(8-512)","GH51_e0","GH51","N",3,"GH51"
"1312","Bal_CNCM_I_2494","ELONLJ_00665","2.4.1.7:2","GH13_18(35-379)","GH13_e144","GH13_18","N",3,"GH13"
"1313","Bal_CNCM_I_2494","ELONLJ_00730","3.2.1.21:71|3.2.1.-:11|3.2.1.38:3|3.2.1.23:2|3.2.1.74:1","GH1(2-457)","GH1_e113","GH1","N",3,"GH1"
"1314","Bal_CNCM_I_2494","ELONLJ_01330","3.2.1.23:6|3.2.1.31:2","GH2(35-1024)","GH2_e104","GH2","N",3,"GH2"
"1315","Bal_CNCM_I_2494","ELONLJ_01855","2.4.1.25:4","GH77(190-697)","GH77_e2","GH77","N",3,"GH77"
"1316","Bal_CNCM_I_2494","ELONLJ_01870","3.2.1.68:15|3.2.1.-:1","GH13_11(231-597)","GH13_e48","CBM48+GH13_11","N",3,"GH13"
"1317","Bal_CNCM_I_2494","ELONLJ_02380","3.2.1.23:35","GH2(60-950)","GH2_e1","GH2","N",3,"GH2"
"1318","Bal_CNCM_I_2494","ELONLJ_02420","3.2.1.23:18","GH42(28-400)","GH42_e28","GH42","N",3,"GH42"
"1319","Bal_CNCM_I_2494","ELONLJ_02560","3.2.1.55:1","GH43_12(11-366)","GH43_e260","GH43_12","N",3,"GH43"
"1320","Bal_CNCM_I_2494","ELONLJ_02585","3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-","GH43_11(3-304)+CBM91(332-539)","GH43_e285+CBM91_e24","GH43_11","N",3,"GH43"
"1321","Bal_CNCM_I_2494","ELONLJ_02600","3.2.1.55:2|-","GH43_10(5-273)+CBM91(317-513)","GH43_e2+CBM91_e2","GH43_10","N",3,"GH43"
"1322","Bal_CNCM_I_2494","ELONLJ_04600","3.2.1.1:5|3.2.1.116:1","GH13_32(7-115)","GH13_e240","GH13","N",3,"GH13"
"1323","Bal_CNCM_I_2494","ELONLJ_04605","-","GH13_32(2-175)","GH13_e26","GH13","N",3,"GH13"
"1324","Bal_CNCM_I_2494","ELONLJ_04740","3.2.1.1:3","GH13_5(37-374)","GH13_e25","GH13_5","N",3,"GH13"
"1325","Bal_CNCM_I_2494","ELONLJ_04865","3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1","CBM48(3-92)+GH13_11(172-525)","CBM48_e3+GH13_e48","CBM48+GH13_11","N",3,"GH13"
"1326","Bal_CNCM_I_2494","ELONLJ_04960","2.4.1.18:57|2.4.1.18:14","GH13_9(332-632)","CBM48_e2+GH13_e200","CBM48+GH13_9","N",3,"GH13"
"1327","Bal_CNCM_I_2494","ELONLJ_05115","-","GH3(159-389)","GH3_e11","GH3","N",3,"GH3"
"1328","Bal_CNCM_I_2494","ELONLJ_05660","3.2.1.20:2","GH13_30(33-401)","GH13_e234","GH13_30","N",3,"GH13"
"1329","Bal_CNCM_I_2494","ELONLJ_06245","3.2.1.26:6","GH32(57-367)","GH32_e28","GH32","N",3,"GH32"
"1330","Bal_CNCM_I_2494","ELONLJ_07135","-","GH30(35-483)","GH30_e52","GH30","N",3,"GH30"
"1331","Bal_CNCM_I_2494","ELONLJ_07300","3.2.1.78:15|3.2.1.78:7","GH5_8(44-290)","GH5_e22+CBM10_e0","CBM10+GH5_8","N",3,"GH5"
"1332","Bal_CNCM_I_2494","ELONLJ_07330","-","GH13_3(322-539)","GH13_e41","GH13_3","N",3,"GH13"
"1333","Bal_CNCM_I_2494","ELONLJ_07605","-","GH25(89-274)","GH25_e6","GH25","N",3,"GH25"
"1334","Bal_CNCM_I_2494","ELONLJ_07610","-","GH25(149-335)","GH25_e248","GH25","N",3,"GH25"
"1335","Bal_CNCM_I_2494","ELONLJ_07705","3.2.1.88:2","GH36(113-645)","GH36_e35","GH36","N",3,"GH36"
"1336","Bal_CNCM_I_2494","ELONLJ_07770","3.2.1.21:6","GH3(76-307)","GH3_e91","GH3","N",3,"GH3"
"1337","Bal_CNCM_I_2494","ELONLJ_07825","3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2|3.2.1.-:2|3.2.1.68:1|3.2.1.41:1","GH13_14(193-544)","CBM48_e14+GH13_e95","CBM48+GH13_14","N",3,"GH13"
"1338","Bal_CNCM_I_2494","ELONLJ_07845","-","GH13(32-379)","GH13_e57","GH13_44","N",3,"GH13"
"1339","Bal_CNCM_I_2494","ELONLJ_07850","2.4.1.25:4","GH77(192-715)","GH77_e2","GH77","N",3,"GH77"
"1340","Bal_CNCM_I_2494","ELONLJ_07880","3.2.1.20:2","GH13_30(33-401)","GH13_e234","GH13_30","N",3,"GH13"
"1341","Bal_CNCM_I_2494","ELONLJ_07960","3.2.1.185:2","GH127(6-577)","GH127_e0","GH127","N",3,"GH127"
"1342","Bal_CNCM_I_2494","ELONLJ_07980","5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1","GH13_31(46-411)","GH13_e122","GH13_31","N",3,"GH13"
"1343","Bal_CNCM_I_2494","ELONLJ_08020","3.2.1.22:8","GH36(29-683)","GH36_e2","GH36","N",3,"GH36"
"1344","Bal_CNCM_I_2494","ELONLJ_06895","-","-","GH23_e487","GH23","N",2,"GH23"
"1345","Bal_CNCM_I_2494","ELONLJ_07150","2.4.1.20:14|2.4.1.49:1","-","GH94_e12","GH94","N",2,"GH94"
"1346","Bal_CNCM_I_2494","ELONLJ_07995","-","-","GH36_e44","GH36","N",2,"GH36"
"1347","Bal_CNCM_I_2494","ELONLJ_08090","-","-","GH23_e314","GH0","N",2,"GH0"
"1348","Bal_DS23_2","BEDPJF_00810","3.2.1.22:8","GH36(29-683)","GH36_e2","GH36","N",3,"GH36"
"1349","Bal_DS23_2","BEDPJF_01165","3.2.1.21:22|3.2.1.-:4|3.2.1.37:1|3.2.1.55:1|3.2.1.23:1|3.2.1.45:1","GH3(41-251)","GH3_e197","GH3","N",3,"GH3"
"1350","Bal_DS23_2","BEDPJF_01795","3.2.1.21:71|3.2.1.-:11|3.2.1.38:3|3.2.1.23:2|3.2.1.74:1","GH1(2-457)","GH1_e113","GH1","N",3,"GH1"
"1351","Bal_DS23_2","BEDPJF_02760","2.4.1.7:2","GH13_18(35-379)","GH13_e144","GH13_18","N",3,"GH13"
"1352","Bal_DS23_2","BEDPJF_03175","2.4.1.25:4","GH77(190-697)","GH77_e2","GH77","N",3,"GH77"
"1353","Bal_DS23_2","BEDPJF_03640","3.2.1.23:6|3.2.1.31:2","GH2(35-1024)","GH2_e104","GH2","N",3,"GH2"
"1354","Bal_DS23_2","BEDPJF_03770","3.2.1.55:2|-","GH43_10(5-273)+CBM91(317-513)","GH43_e2+CBM91_e2","GH43_10","N",3,"GH43"
"1355","Bal_DS23_2","BEDPJF_03785","3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-","GH43_11(3-304)+CBM91(332-539)","GH43_e285+CBM91_e24","GH43_11","N",3,"GH43"
"1356","Bal_DS23_2","BEDPJF_03810","3.2.1.55:1","GH43_12(11-366)","GH43_e260","GH43_12","N",3,"GH43"
"1357","Bal_DS23_2","BEDPJF_04150","3.2.1.23:35","GH2(60-950)","GH2_e1","GH2","N",3,"GH2"
"1358","Bal_DS23_2","BEDPJF_04185","3.2.1.23:18","GH42(28-400)","GH42_e28","GH42","N",3,"GH42"
"1359","Bal_DS23_2","BEDPJF_04670","-","GH25(89-274)","GH25_e6","GH25","N",3,"GH25"
"1360","Bal_DS23_2","BEDPJF_04675","-","GH25(149-335)","GH25_e248","GH25","N",3,"GH25"
"1361","Bal_DS23_2","BEDPJF_04770","3.2.1.88:2","GH36(113-645)","GH36_e35","GH36","N",3,"GH36"
"1362","Bal_DS23_2","BEDPJF_05225","3.2.1.26:6","GH32(57-367)","GH32_e28","GH32","N",3,"GH32"
"1363","Bal_DS23_2","BEDPJF_05385","-","GH13_3(295-512)","GH13_e41","GH13_3","N",3,"GH13"
"1364","Bal_DS23_2","BEDPJF_05535","2.4.1.18:57|2.4.1.18:14","GH13_9(332-632)","CBM48_e2+GH13_e200","CBM48+GH13_9","N",3,"GH13"
"1365","Bal_DS23_2","BEDPJF_05755","3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1","CBM48(3-92)+GH13_11(172-525)","CBM48_e3+GH13_e48","CBM48+GH13_11","N",3,"GH13"
"1366","Bal_DS23_2","BEDPJF_06610","3.2.1.185:2","GH127(6-577)","GH127_e0","GH127","N",3,"GH127"
"1367","Bal_DS23_2","BEDPJF_06630","5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1","GH13_31(46-411)","GH13_e122","GH13_31","N",3,"GH13"
"1368","Bal_DS23_2","BEDPJF_06665","-","GH30_1(39-504)","GH30_e2","GH30_1","N",3,"GH30"
"1369","Bal_DS23_2","BEDPJF_06670","3.2.1.-:1","GH42(15-382)","GH42_e0","GH42","N",3,"GH42"
"1370","Bal_DS23_2","BEDPJF_06725","3.2.1.55:37","GH51(8-512)","GH51_e0","GH51","N",3,"GH51"
"1371","Bal_DS23_2","BEDPJF_06780","-","GH30(35-483)","GH30_e52","GH30","N",3,"GH30"
"1372","Bal_DS23_2","BEDPJF_06925","2.4.1.25:4","GH77(192-715)","GH77_e2","GH77","N",3,"GH77"
"1373","Bal_DS23_2","BEDPJF_06930","-","GH13(32-379)","GH13_e57","GH13_44","N",3,"GH13"
"1374","Bal_DS23_2","BEDPJF_06950","3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2|3.2.1.-:2|3.2.1.68:1|3.2.1.41:1","GH13_14(193-544)","CBM48_e14+GH13_e95","CBM48+GH13_14","N",3,"GH13"
"1375","Bal_DS23_2","BEDPJF_07005","3.2.1.21:6","GH3(76-307)","GH3_e91","GH3","N",3,"GH3"
"1376","Bal_DS23_2","BEDPJF_07205","-","GH13_32(2-175)","GH13_e26","GH13","N",3,"GH13"
"1377","Bal_DS23_2","BEDPJF_07210","3.2.1.1:5|3.2.1.116:1","GH13_32(7-115)","GH13_e240","GH13","N",3,"GH13"
"1378","Bal_DS23_2","BEDPJF_07595","3.2.1.1:3","GH13_5(37-374)","GH13_e25","GH13_5","N",3,"GH13"
"1379","Bal_DS23_2","BEDPJF_07910","-","GH3(159-389)","GH3_e11","GH3","N",3,"GH3"
"1380","Bal_DS23_2","BEDPJF_08075","3.2.1.78:15|3.2.1.78:7","GH5_8(44-290)","GH5_e22+CBM10_e0","CBM10+GH5_8","N",3,"GH5"
"1381","Bal_DS23_2","BEDPJF_08175","3.2.1.20:2","GH13_30(33-401)","GH13_e234","GH13_30","N",3,"GH13"
"1382","Bal_DS23_2","BEDPJF_00880","-","-","GH23_e314","GH0","N",2,"GH0"
"1383","Bal_DS23_2","BEDPJF_03600","-","-","GH23_e487","GH23","N",2,"GH23"
"1384","Bal_DS23_2","BEDPJF_06645","-","-","GH36_e44","GH36","N",2,"GH36"
"1385","Bal_DS23_2","BEDPJF_06765","2.4.1.20:14|2.4.1.49:1","-","GH94_e12","GH94","N",2,"GH94"
"1386","Bal_DS24_2","CAPIHN_01330","3.2.1.1:5|3.2.1.116:1","GH13_32(7-115)","GH13_e240","GH13","N",3,"GH13"
"1387","Bal_DS24_2","CAPIHN_01335","-","GH13_32(2-175)","GH13_e26","GH13","N",3,"GH13"
"1388","Bal_DS24_2","CAPIHN_01470","3.2.1.1:3","GH13_5(37-374)","GH13_e25","GH13_5","N",3,"GH13"
"1389","Bal_DS24_2","CAPIHN_01595","3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1","CBM48(3-92)+GH13_11(172-525)","CBM48_e3+GH13_e48","CBM48+GH13_11","N",3,"GH13"
"1390","Bal_DS24_2","CAPIHN_01690","2.4.1.18:57|2.4.1.18:14","GH13_9(332-632)","CBM48_e2+GH13_e200","CBM48+GH13_9","N",3,"GH13"
"1391","Bal_DS24_2","CAPIHN_01845","-","GH3(159-389)","GH3_e11","GH3","N",3,"GH3"
"1392","Bal_DS24_2","CAPIHN_03055","3.2.1.55:2|-","GH43_10(5-273)+CBM91(317-513)","GH43_e2+CBM91_e2","GH43_10","N",3,"GH43"
"1393","Bal_DS24_2","CAPIHN_03070","3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-","GH43_11(3-304)+CBM91(332-539)","GH43_e285+CBM91_e24","GH43_11","N",3,"GH43"
"1394","Bal_DS24_2","CAPIHN_03095","3.2.1.55:1","GH43_12(11-366)","GH43_e260","GH43_12","N",3,"GH43"
"1395","Bal_DS24_2","CAPIHN_03235","3.2.1.23:18","GH42(28-400)","GH42_e28","GH42","N",3,"GH42"
"1396","Bal_DS24_2","CAPIHN_03270","3.2.1.23:35","GH2(60-950)","GH2_e1","GH2","N",3,"GH2"
"1397","Bal_DS24_2","CAPIHN_03790","3.2.1.68:15|3.2.1.-:1","GH13_11(231-597)","GH13_e48","CBM48+GH13_11","N",3,"GH13"
"1398","Bal_DS24_2","CAPIHN_03805","2.4.1.25:4","GH77(190-697)","GH77_e2","GH77","N",3,"GH77"
"1399","Bal_DS24_2","CAPIHN_05560","3.2.1.26:6","GH32(57-367)","GH32_e28","GH32","N",3,"GH32"
"1400","Bal_DS24_2","CAPIHN_05955","2.4.1.7:2","GH13_18(35-379)","GH13_e144","GH13_18","N",3,"GH13"
"1401","Bal_DS24_2","CAPIHN_06020","3.2.1.21:71|3.2.1.-:11|3.2.1.38:3|3.2.1.23:2|3.2.1.74:1","GH1(2-457)","GH1_e113","GH1","N",3,"GH1"
"1402","Bal_DS24_2","CAPIHN_06400","3.2.1.21:22|3.2.1.-:4|3.2.1.37:1|3.2.1.55:1|3.2.1.23:1|3.2.1.45:1","GH3(41-251)","GH3_e197","GH3","N",3,"GH3"
"1403","Bal_DS24_2","CAPIHN_06755","3.2.1.22:8","GH36(29-683)","GH36_e2","GH36","N",3,"GH36"
"1404","Bal_DS24_2","CAPIHN_06795","5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1","GH13_31(46-411)","GH13_e122","GH13_31","N",3,"GH13"
"1405","Bal_DS24_2","CAPIHN_06815","3.2.1.185:2","GH127(6-577)","GH127_e0","GH127","N",3,"GH127"
"1406","Bal_DS24_2","CAPIHN_06845","-","GH30(35-483)","GH30_e52","GH30","N",3,"GH30"
"1407","Bal_DS24_2","CAPIHN_07010","3.2.1.78:15|3.2.1.78:7","GH5_8(44-290)","GH5_e22+CBM10_e0","CBM10+GH5_8","N",3,"GH5"
"1408","Bal_DS24_2","CAPIHN_07045","-","GH13_3(322-539)","GH13_e41","GH13_3","N",3,"GH13"
"1409","Bal_DS24_2","CAPIHN_07305","-","GH25(89-274)","GH25_e6","GH25","N",3,"GH25"
"1410","Bal_DS24_2","CAPIHN_07310","-","GH25(149-335)","GH25_e248","GH25","N",3,"GH25"
"1411","Bal_DS24_2","CAPIHN_07405","3.2.1.88:2","GH36(113-645)","GH36_e35","GH36","N",3,"GH36"
"1412","Bal_DS24_2","CAPIHN_07540","3.2.1.23:6|3.2.1.31:2","GH2(35-1024)","GH2_e104","GH2","N",3,"GH2"
"1413","Bal_DS24_2","CAPIHN_07600","3.2.1.21:6","GH3(76-307)","GH3_e91","GH3","N",3,"GH3"
"1414","Bal_DS24_2","CAPIHN_07655","3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2|3.2.1.-:2|3.2.1.68:1|3.2.1.41:1","GH13_14(193-544)","CBM48_e14+GH13_e95","CBM48+GH13_14","N",3,"GH13"
"1415","Bal_DS24_2","CAPIHN_07675","-","GH13(32-379)","GH13_e57","GH13_44","N",3,"GH13"
"1416","Bal_DS24_2","CAPIHN_07680","2.4.1.25:4","GH77(192-715)","GH77_e2","GH77","N",3,"GH77"
"1417","Bal_DS24_2","CAPIHN_07715","-","GH30_1(39-504)","GH30_e2","GH30_1","N",3,"GH30"
"1418","Bal_DS24_2","CAPIHN_07720","3.2.1.-:1","GH42(15-382)","GH42_e0","GH42","N",3,"GH42"
"1419","Bal_DS24_2","CAPIHN_07775","3.2.1.55:37","GH51(8-512)","GH51_e0","GH51","N",3,"GH51"
"1420","Bal_DS24_2","CAPIHN_08095","3.2.1.20:2","GH13_30(33-401)","GH13_e234","GH13_30","N",3,"GH13"
"1421","Bal_DS24_2","CAPIHN_04530","-","-","GH23_e487","GH23","N",2,"GH23"
"1422","Bal_DS24_2","CAPIHN_06685","-","-","GH23_e314","GH0","N",2,"GH0"
"1423","Bal_DS24_2","CAPIHN_06780","-","-","GH36_e44","GH36","N",2,"GH36"
"1424","Bal_DS24_2","CAPIHN_06860","2.4.1.20:14|2.4.1.49:1","-","GH94_e12","GH94","N",2,"GH94"
"1425","Bal_DS28_2","NPEAOJ_00520","2.4.1.25:4","GH77(190-697)","GH77_e2","GH77","N",3,"GH77"
"1426","Bal_DS28_2","NPEAOJ_00535","3.2.1.68:15|3.2.1.-:1","GH13_11(231-597)","GH13_e48","CBM48+GH13_11","N",3,"GH13"
"1427","Bal_DS28_2","NPEAOJ_01050","3.2.1.23:35","GH2(60-950)","GH2_e1","GH2","N",3,"GH2"
"1428","Bal_DS28_2","NPEAOJ_01085","3.2.1.23:18","GH42(28-400)","GH42_e28","GH42","N",3,"GH42"
"1429","Bal_DS28_2","NPEAOJ_01225","3.2.1.55:1","GH43_12(11-366)","GH43_e260","GH43_12","N",3,"GH43"
"1430","Bal_DS28_2","NPEAOJ_01250","3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-","GH43_11(3-304)+CBM91(332-539)","GH43_e285+CBM91_e24","GH43_11","N",3,"GH43"
"1431","Bal_DS28_2","NPEAOJ_01265","3.2.1.55:2|-","GH43_10(5-273)+CBM91(317-513)","GH43_e2+CBM91_e2","GH43_10","N",3,"GH43"
"1432","Bal_DS28_2","NPEAOJ_02880","-","GH25(89-274)","GH25_e6","GH25","N",3,"GH25"
"1433","Bal_DS28_2","NPEAOJ_02885","-","GH25(149-335)","GH25_e248","GH25","N",3,"GH25"
"1434","Bal_DS28_2","NPEAOJ_02980","3.2.1.88:2","GH36(113-645)","GH36_e35","GH36","N",3,"GH36"
"1435","Bal_DS28_2","NPEAOJ_03045","3.2.1.21:6","GH3(76-307)","GH3_e91","GH3","N",3,"GH3"
"1436","Bal_DS28_2","NPEAOJ_03100","3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2|3.2.1.-:2|3.2.1.68:1|3.2.1.41:1","GH13_14(193-544)","CBM48_e14+GH13_e95","CBM48+GH13_14","N",3,"GH13"
"1437","Bal_DS28_2","NPEAOJ_03120","-","GH13(32-379)","GH13_e57","GH13_44","N",3,"GH13"
"1438","Bal_DS28_2","NPEAOJ_03125","2.4.1.25:4","GH77(192-715)","GH77_e2","GH77","N",3,"GH77"
"1439","Bal_DS28_2","NPEAOJ_03160","3.2.1.20:2","GH13_30(33-401)","GH13_e234","GH13_30","N",3,"GH13"
"1440","Bal_DS28_2","NPEAOJ_03210","3.2.1.185:2","GH127(6-577)","GH127_e0","GH127","N",3,"GH127"
"1441","Bal_DS28_2","NPEAOJ_03230","5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1","GH13_31(46-411)","GH13_e122","GH13_31","N",3,"GH13"
"1442","Bal_DS28_2","NPEAOJ_03270","3.2.1.22:8","GH36(29-683)","GH36_e2","GH36","N",3,"GH36"
"1443","Bal_DS28_2","NPEAOJ_03625","3.2.1.21:22|3.2.1.-:4|3.2.1.37:1|3.2.1.55:1|3.2.1.23:1|3.2.1.45:1","GH3(41-251)","GH3_e197","GH3","N",3,"GH3"
"1444","Bal_DS28_2","NPEAOJ_04075","3.2.1.21:71|3.2.1.-:11|3.2.1.38:3|3.2.1.23:2|3.2.1.74:1","GH1(2-457)","GH1_e113","GH1","N",3,"GH1"
"1445","Bal_DS28_2","NPEAOJ_04140","2.4.1.7:2","GH13_18(35-379)","GH13_e144","GH13_18","N",3,"GH13"
"1446","Bal_DS28_2","NPEAOJ_05705","3.2.1.26:6","GH32(57-367)","GH32_e28","GH32","N",3,"GH32"
"1447","Bal_DS28_2","NPEAOJ_06205","-","GH3(159-389)","GH3_e11","GH3","N",3,"GH3"
"1448","Bal_DS28_2","NPEAOJ_06360","2.4.1.18:57|2.4.1.18:14","GH13_9(332-632)","CBM48_e2+GH13_e200","CBM48+GH13_9","N",3,"GH13"
